				["desc"] = "[indent]是夜。\n[indent]身着宽松半袖T恤的红发青年坐在桌前。\n[indent]“啪”。\n[indent]打火机的盖子被掀开，火苗就着金属盖打开的声音安静燃烧，带来丝丝暖意。\n[indent]像「寒冷」一词很陌生一样，「温暖」同样需要理解。\n[indent]翻开本子，就着月光和微弱的橙色光芒，无咎翻看起已经记了一大半的本子。各种字迹或长或短地记载着每天值得被记录的事，大多和鹿路运输有关，偶尔还会看到一些员工的碎碎念。\n[indent]“怪不得大家愿意帮木头追玲子啊，呜……木头你真是个好人！”\n[indent]“什么麦麦又鸽了？呃……”\n[indent]“我姐画的这是什么好可爱，我看看……‘紫都小姐画的辛西亚好可爱’‘笨蛋那是带帽子的咱们大股东’噗哈哈哈哈。”\n[indent]“路记得好详细啊，哇，下班好准时，去干嘛了？”\n[indent]“果然北洛写得最无聊，10篇加起来才……1……5……7……32个字还包括标点符号！”\n[indent]翻到最新一页，无咎看着前面自己已经记下的数篇流水账，最后一个是睡前写的：\n\n[indent]晚安鹿路运输！\n\n[indent]拿起笔，无咎在下面又加了几句。\n\n[indent]做了一个梦。\n[indent]赤鷩于飞，熠燿其羽。乘星则生，遇鹿则灵。\n[indent]不知道姐懂不懂什么意思。\n[indent]感觉姐活得最久最见多识广，要是姐也不知道，那可能就没人知道了。\n[indent]最近总是做梦，醒过来又睡不着，害得白天经常精神不足，需要尽快改正！\n[indent]查了一下，网上说睡前喝温牛奶或者运动可以有效助眠，决定从明天开始尝试。\n\n[indent]“呼。”无咎长舒口气，合上本子，决定继续他最近晚上在做的“坏事”，刚要站起来，又有些犹豫，“但是会不会被路发现……他怎么连锁的方向都记得啊！”\n[indent]小鸟的犹豫总是来得快去得更快，只是抱怨的工夫，当事人便站起身准备继续他最近一直进行的“潜入仓库”行为。\n[indent]他也不知道为什么，每次惊醒，总要看着那块刻着鸟状符文的奇怪石头才会安心。\n[indent]走到房门开门的前一刻，无咎抬起的手一顿，接着折返回来伸出手拿起搭在椅子靠背上、已经恢复如初的潮服外套，披在身上。\n[indent]小心着凉，他记得大家总是这么提醒他。\n[indent]即使他应该不怕冷。\n\n[indent]半夜时分的鹿路运输大厅一派寂静，只有柔软的运动底和地面偶尔发出碰撞声。\n[indent]“睡不着？”\n[indent]“姐？！”\n[indent]无咎被吓得一抖，猛地回头，这才注意门口的方向，穿着睡衣长裙的紫都正坐在藤编椅上悠闲地看着——月亮。听到叫声，紫都才转过来歪歪头，“干嘛一幅见鬼的样子，还是我们的小鸟要去偷偷做什么亏心事？”\n[indent]“没、没有啊。”\n[indent]“我可不是路遥哦。”\n[indent]“姐——”\n[indent]“——你说没有我可是会真信的。”紫都朝无咎眨眨眼，拍了拍旁边的座位，椅子上新编的花藤跟着摇了摇，“既然睡不着，一起来看月亮么？”\n[indent]于是准备潜入仓库发呆的计划半路变成了坐在椅子上看着月亮发呆。\n[indent]今晚的月亮很好看，很大，很亮，还差一点就是圆圆的了。\n[indent]无咎倾尽自己贫瘠的词汇在心里形容着月亮，想着待会回去记在本子上。\n[indent]一个马克杯被塞到手里，无咎低头，是一杯牛奶。\n[indent]“姐，你原来会读心术么！”无咎瞪大眼睛。\n[indent]“不会呦。”紫都笑眯眯看过来，“只不过要猜小鸟的心思还是不难，人类才是最难懂的~”\n[indent]“是么……？”\n[indent]好像姐说得对，在森罗，和他们很像的族群都会上动物世界被分析解读，但是“人类”就不会。\n[indent]“你说得对。”\n[indent]“对吧~”\n[indent]“姐懂得好多啊。”无咎经常对他姐发出这个感慨，今晚他也同样这么觉得，虽然其实他并不完全知道他这个辛西亚姐姐具体活了多久，自他来到森罗认识他们以来，从来没见过紫都哪里“水土不服”过。\n[indent]忽然想起什么，无咎凑过去，“哦对！我听说最近金主大人那里新来了几个乌瑞亚人，那里是不是姐的老家，有你认识的人么，家人朋友之类的？”\n[indent]刚说完，无咎就发现自己又说了胡话，“哦不对，姐的家人应该都一起过来了，‘最大穿越事件’什么的。”\n[indent]“好像的确听说有这么回事，不过还没有细问，可能有吧，毕竟我也活了很久啦，又去过很多地方。”紫都喝了口杯中的水，指了指天上的月亮，“虽说是不同的世界，但是感觉天上的月亮好像没什么不同，无论是按照乌瑞亚的时间还是森罗时间计算，再过几天月亮都应该是圆的。”\n[indent]无咎忽然想起前一天晚上的梦，他抬头，让它用了很多形容词的月亮依旧挂在原来的位置，忠诚地散发着柔和的光。\n[indent]“是啊。”\n[indent]是啊，和梦里很像。\n[indent]紫都准备喝水的手一顿。\n[indent]这时，一只小辛西亚晃着尾巴踢踏着小跑过来，紫都笑眯眯地伸出手，“今晚怎么这么多小朋友不睡觉偷偷跑出来。”\n[indent]小辛西亚被摸得舒服，歪头继续蹭上“祖奶奶”温热的掌心。\n[indent]“这是……花花？”注意到一小撮被独特地编成辫子状的尾巴毛，无咎认出了面前的小鹿，“怎么长这么大了？！前一阵不是才和蔡大爷养的大白差不多大？”\n[indent]小辛西亚明显不买账这个“花名”，从鼻腔里发出不屑的声音，继续挨着紫都，紫都顺着已经快变得和成年辛西亚一样光泽的皮毛，也有些感慨，“是呀，从欧贝德接回来的时候明明还很小，一不注意就这么大了，可能是路遥照顾得好？或者伙食太好了吧。”\n[indent]“姐，辛西亚能活多久啊？”\n[indent]“很久很久哦。”从椅子上摘下一片花藤编给辛西亚的角，紫都很快摇摇头，“在乌瑞亚的时候是很久很久，久到让你有足够的时间送别不够长寿的家人和朋友，忘记一段过去重新开始，不过到了森罗，我虽然没怎么感觉到自己身上时间的流逝，但是……”\n[indent]她摸了摸小辛西亚的角，“可能有些东西已经不一样了，毕竟是新的世界，在这里，所有生命都在努力适应这片包容了自己的土地，对吧，花花？”\n[indent]小辛西亚委屈地叫了一声，还好声音不大，不足以吵醒正在休息的其他人。\n[indent]无咎听懂了，又好像没太听懂，他又想起了一直被大家调侃的自己的年纪。\n[indent]“姐，我——”\n[indent]“不过不管怎样，即便折算成人类的年纪，辛西亚都能算作长命百岁。”紫都转头看向身边的无咎，眉眼弯弯，“小小鸟也会好好长大，长命百岁的。”\n[indent]“……”\n[indent]无咎想说当然了，又想说他不小，他登记档案上白纸黑字写的是算作森罗成年人的年纪。\n[indent]他喝了口牛奶。\n[indent]入口的温度和口腔正搭，这是一杯和他体温差不多温度的牛奶。\n[indent]看了眼房内的空调，电子屏上简洁的蓝色数字和白天一样，18℃。其实鹿路运输常年微开着门，室内空间又大，面板上的数字并不能代表实际温度。\n[indent]无咎起身走向不远处的沙发。\n[indent]很快又回来，一条空调毯盖到紫都身上。\n[indent]“姐，小心着凉啊。”\n[indent]不知出身为何的鸟族天生不畏寒冷也无惧炙热，但是他脑子里的森罗常识在稳定运作。\n[indent]“牛奶温度正好，姐用什么加热的？多久？”\n[indent]“隔水加热的，小小鸟要是以后还想喝最好也别自己弄，让——哎呀。”\n[indent]小辛西亚抬起头，朝大门晃了晃头，接着踢踏着小跑过去。\n\n[indent]院小门进来一个人。\n[indent]唐路遥回来了。\n\n[indent]“？”看着自己面前的辛西亚，唐路遥愣了一下，以往这群辛西亚完全没有任何“迎门”的习惯，今天这是？\n[indent]抬头，就看到被他搬去大厅角落当做景观的椅子此时正正放在公司小楼的门前，上面坐着两个人，也正看着他，动作像是复制粘贴。\n[indent]“…………………………”\n[indent]走向小楼的大门，因为靠近，坐着的两个人又慢慢抬起头。\n[indent]这个角度，回来的人刚好就在月亮下，刚刚好能看到完整的月亮。\n[indent]“你俩干嘛呢？半夜话疗？”一眼扫到两人手里的杯子，唐路遥又随口胡诌加了一句，“还是抓我？”\n[indent]这个时间回来的唐路遥难得身上没有一丁点酒气，虽然好像还有带着点说不上来的味道，是唐路遥经常这个时间去的酒吧的味道。\n[indent]更难得了，去了都没喝一杯。\n[indent]“好难得。”紫都夸张地掩着嘴，睁大眼睛。\n[indent]“太假了谢谢。”\n[indent]“好难得。”\n[indent]“……别跟着起哄。”\n[indent]“我在祝小小鸟长命百岁呢~路遥要不要也说一句。”\n[indent]唐路遥看着明显带着小心思笑眯眯看着自己的紫都，脑中警铃大作——这个人用这个表情忽悠过他太多次了，小辛西亚也叫了一声，声音其实不大，但是唐路遥总觉得太响了。\n[indent]一时间，唐路遥按照他最戏剧性的人生剧本构想，这时候仅剩的一位乖乖睡觉的异世界人士也应该拉开门穿着拖鞋走出来，路过看一眼他们三个不睡觉的神经病，淡定去冰箱喝口水，然后再回去。\n[indent]好在并没有。\n[indent]示意着小辛西亚回去自己的“卧室”，等踢踏声听不太到，唐路遥压着声音才开口。\n[indent]“大半夜，都快去睡觉，明天不是休息日，我拒绝一个人打三份工。”\n[indent]其实他今天打听到了一些说不上多有用但也不能说是没用的消息，不过显然没法现在把无咎一个人赶走单独留下紫都说话。\n[indent]睡醒了再说吧。\n[indent]很可惜，明显有人把话听进去了，满脸写着“快说一句”。\n[indent]穿着白衬衫的森罗普通人叹了口气，“在森罗，我们普通人一般都是过生日或者疾病面前才会说‘长命百岁’这种吉祥话，平时忽然说可能反而更像是不吉利的话，这前不着村后不——”\n[indent]“……”\n[indent]面前的男人满脸写着“那咋了”，面前的女人满脸写着“还是说一句比较好哦”，唐路遥想起那几句打听到的话。\n[indent]所谓机缘。\n[indent]一个接受了正常完整教育同时被网络腌入味的森罗普通人又叹了口气。\n[indent]“森罗有句老话，叫笨蛋不会生病，你这么笨，一定可以无病无灾到天荒地老吧。”唐路遥一手摸进口袋，拿出一串毛绒挂件，上面各种小动物串成一串，其中最显眼的就是一只红色的鸟和绿色的鹿，“喏，蔡大爷给你的，你前几天逢人就说没抢到，他让他儿子去蹲了三天。”\n[indent]“蔡大爷还记得！呜不愧是最好的蔡大爷！”无咎一手接过挂件，看到了红色的鸟，眨眨眼，“嗯？这个挂件还升级了么，我看到的时候只有鹿呢，本来想给姐买一个，谁新加的小鸟这么有品味~”\n[indent]“哎呀，真可爱。记得说谢谢哦，是吧路遥。”\n[indent]这个时候当然不能搭话，唐路遥拿出通讯仪确认日期，“下个月生日，允许你提前想一下生日礼物想去哪，公司可以提前安排行程。”\n[indent]“今年大家可以出去玩？我们要倒闭了么？”\n[indent]“……………………”终于忍无可忍，唐路遥抬手敲上橘色的脑壳，“就是因为努力工作才有钱出去啊你个傻鸟！真倒闭我第一个找下家跑路！”\n[indent]“哎呦！”\n[indent]换了个姿势，手掌拍了拍没扎起来的橘色头发。\n[indent]“唉……算了，睡觉去，啾。”\n[indent]因为总是怕自己叫错，在无数次改口中唐路遥终于找到了一个折中的称呼，也意味着放弃修正一些过去的习惯。唐路遥走进大厅习惯性检查下用电设备，又补了一句，“你头发是不是有点长了，改天带你去剪头发，到时候问问北洛要不要一起。”\n[indent]“路遥你怎么不问问我？”\n[indent]“你的又不一样，那是资产，我哪儿敢动。我第一次问你会不会热要不要剪头发的时候你们家那些鹿追了我几条街你忘了么？”\n[indent]“今时不同往日嘛。”\n[indent]“那你去么？一起？”\n[indent]“不去~”\n[indent]“……………………………………”\n[indent]无咎最后一次抬起头。\n\n[indent][i -10]「可如那沉月，皎皎XX，便不行么？」[/i]\n\n[indent]当然可以啊。\n",
				["desc_unlock"] = "",
				["ending"] = {
				},
				["event_days_offset"] = 25,
				["exit_id"] = 0,
				["icon"] = "haicuo_story_level_1",
				["ignore_around_complete"] = true,
				["image"] = "3",
				["in_factor"] = {
				},
				["involve_ids"] = {
				},
				["is_enable"] = true,
				["is_ending"] = false,
				["is_exit"] = false,
				["is_hide"] = false,
				["is_start"] = false,
				["is_two"] = false,
				["left_bottom_id"] = 18,
				["left_id"] = 17,
				["left_top_id"] = 0,
				["level_id"] = 0,
				["location"] = {
					190,
					-570,
				},
				["map_id"] = 5,
				["modify_quest"] = {
					8764,
				},
				["mutex_ids"] = {
				},
				["mutex_pack_ids"] = {
				},
				["pre_ending"] = {
				},
				["rckey"] = "1_3",
				["reward_item_pack"] = {
				},
				["rid"] = 1,
				["right_bottom_id"] = 19,
				["right_id"] = 3,
				["right_top_id"] = 0,
				["show_quest"] = 8763,
				["show_type"] = 9,
				["success_factor"] = {
				},
				["success_rpgitem"] = {
				},
				["unlock_factors"] = {
				},
				["unlock_hide"] = false,
				["unlock_nodes"] = {
				},
				["unlock_quests"] = {
					8763,
				},
				["unlock_rpgitem"] = {
				},
				["unlock_tips"] = "",
			},
			{
				["ID"] = 3,
				["chapter_id"] = 0,
				["choice_factor"] = {
				},
				["choice_modify_quest"] = {
				},
				["choice_rpgitem"] = {
				},
				["cid"] = 4,
				["desc"] = "[indent]第二天，送完最后一笔订单，无咎心情良好地踏上了回程的路。\n[indent]今天的单子比往日要多上一点，想到自己提前完成了任务，他一边哼着刚从电视剧学来的片尾曲，一边慢悠悠地滑着。夏夜的风吹开云彩，露出一轮形状美好的月亮——看起来比昨天夜里更圆了一点。\n[indent]习惯性地沿着每天的返程路线走，很快就到了那座几乎是必经之路的公园。以前唐路遥就是在这里碰上了位养鸟的大爷，才想起给自己做身份鉴定——只是直到最后也没有什么定论。\n[indent]仔细想想，居然已经是一年多以前的事了。饶是一向被认为最“没有常识”的小鸟，也已经彻底融入了海临的生活。\n[indent]整理仓库、送货、回来和大家一起吃晚饭、偶尔出去旅行，一切都已经是无咎生活中最习以为常的事，日子过得相似又不同，但是同样的开心。\n[indent]打火机被高高地抛起，又理所应当地落回掌心。\n[indent]无咎突然想起早上出门前新闻里播报的红色流星雨，在森罗的文化里，似乎很流行对着流星许愿的说法。他开始在脑海中细数着自己想要的东西，又一一排除掉。\n[indent]如果真的能实现，那必须是对自己来说最重要的愿望。\n[indent]比如说，所有人都能长命百岁，或者……\n[indent]“我希望，现在的生活能一直持续下——”\n[indent]轻声说出的话卡在喉咙中，如同过电一般，陌生的感觉再次侵袭而至，打断了他尚未出口的话。胸口处仿佛被利器洞穿，刺骨的冰冷挥之不去，还在沿着那处残缺不断扩大，侵染至四肢百骸。\n[indent]“呃——”\n[indent]打火机吧嗒一声掉在地上。\n[indent]「无咎！」\n[indent]模糊又遥远的呼唤闪过脑海，声音越来越大，寒意蓦地转变为剧痛，从未有过的感觉促使他揪住前胸的衣服，大口地呼吸着，四周的空气依然温暖而湿润，他整个人却仿佛要溺死在冷水中。\n[indent]鹿路运输的大门就在不远处，视线变得略微模糊，他闭上眼睛强行压制，但收效甚微。\n[indent]“……就快到了，只要去仓库……不行，我得再坚持一下……路、姐……”\n[indent]“别怕，长姐在这。”\n[indent]一只手轻轻放在他的头顶，与此同时，一股温暖的力量不断在体内游走，渐渐抚平了那种躁动的疼痛。\n[indent]“…………”\n[indent]“好些了么？”\n[indent]呼吸渐渐变得平静，无咎抬头，对上了一双碧绿色的眼睛，像是山间最沉静的深潭。\n[indent]他好像在哪见过这双眼睛。\n[indent]“无咎？可是还有哪处不舒服？”\n[indent]“啊……”无咎直起身，后知后觉地摸了摸胸口处，疼痛已经彻底消失，仿佛刚才的一切都是场幻觉。\n[indent]“真的不难受了，你好厉害啊，谢谢，幸亏你帮……”\n[indent]道谢的话出口，他突然意识到有哪里不对。\n[indent]“你怎么知道我叫无咎？”\n[indent]“…………”\n[indent]“会用这么神奇的办法给人治病，你应该也是同调者吧，从哪个世界来的呀？你也认识金主大人么？”\n[indent]“……”\n[indent]“难道……我烧坏过你的快递？不对啊，最近我很努力在控制，昨天也只烧了两个纸箱……”\n[indent]“无咎，你……不知道我是谁？”\n[indent]看着对方蹙起的眉头，无咎莫名觉得心虚，但还是诚实地摇摇头。\n[indent]“对不起，我想不起来了……要不你再告诉我一次，我下回肯定记得！”\n[indent]“……罢了。”女人轻叹口气，而后露出一个无奈的微笑，“将近两百年未见，其中不知有多少曲折，你能够平安无事，已是万幸。”\n[indent]无咎还没消化完她话中的含义，就敏锐地察觉到身后有什么东西正在快速接近。他回头看去，一团火焰正朝这边飞来。还未来得及动作，他便被一旁的人按住手。\n[indent]“不必担心，那是我的同伴。”\n[indent]无咎闻言，又仔细看了看，才发现火焰之中似乎是一只朱红色的大鸟，对方轻盈地拍了两下翅膀，只是在落地的瞬间，变成了一位和自己年龄差不多的青年。\n[indent]“此处是否危险尚不能确认，归殳姐，还是莫要随意……”青年的目光落在无咎脸上，原本气定神闲的神情一凛，向前走了两步。\n[indent]“无咎？”\n[indent]“你也认识我？”无咎睁大眼睛，不敢相信自己的记性已经变得这么差。\n[indent]“什么？”\n[indent]“也许是因为重伤未愈，弱水更加重了伤势，也许是他在这个世界经历了什么……”被称为归殳的女子接话道，“原因尚不明，但他现在，似乎不记得你我。”\n[indent]“是么，难怪穿得这般奇怪，气质也变了不少……”\n[indent]“……？”\n[indent]哪里奇怪了，在微风的吹拂下，身后那几根翅膀似的带子轻轻飘动着，仿若在振翅欲飞。但还没等他为自己的外套“发声”，青年又笑了笑。\n[indent]“无论如何，你还好好地活着，太好了。”\n[indent]无咎张了张口，没能发出声音。也许是那种从言语间自然流露出的熟稔，让和任何人都能一秒混熟的自己难得不知道该说什么。\n[indent]“这是你的？”归殳从地上拾起打火机，放在手中端详了一番，“虽没见过这种形制，但似乎是某种抑制力量的法器，你用这个做什么？”\n[indent]“这是破壳礼物，因为我老是控制不好力量，经常失手点着东西……路就托朋友找到了这个。”\n[indent]“力量失控，许是……”\n[indent]“就在那边，我亲眼看到流星朝这个方向飞过来了！”\n[indent]远处传来的喊声打断了青年的话，他们不懂，无咎却一瞬间就明白发生了什么。\n[indent]“有人过来，肯定是刚才你从天上飞下来的时候被他们看见了！等等，难道说新闻里提到的红色流星就是你们么？”\n[indent]“是有何不妥么？”\n[indent]“唔……我也不知道该怎么解释……总之感觉现在应该躲起来，要不你们先跟我回鹿路运输吧，就在前面！”\n[indent]“……石碑的方向……”\n[indent]“我得先给路发个消息报备一下。”无咎一边走一边掏出通讯器开始打字，自动忽略了对方话中的某些信息，“哦这会已经是下班时间了，也不知道路今晚出不出门……还是给姐发吧。”\n[indent]“…………”\n[indent]“话说回来，”无咎放下通讯器，疑惑地眨眨眼睛，终于问出了他从刚才开始一直在想的问题，“你们到底是怎么认识我的啊？”\n[indent]“果真一点也想不起来了。”月色在青年的脸上投下一片阴影，掩去了某些情绪，“在下名孚，是和你从小一起长大的朋友，而归殳……”\n[indent]“我们是姐弟。”\n[indent]“……什么？”无咎停下脚步，转身看向身后的两个人。\n[indent]“虽然你并不记得，一时可能难以接受，但——”\n[indent]“无咎，我们是你的族人，也是家人。”\n",
